,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
158867,1501 West Blvd,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",ZpfGOqNXMKff1qGINmcv9A,"Food, Specialty Food, Seafood Markets",Charlotte,,1,35.2162884,-80.8820103,Fish Wing,,28208,6,3,NC,35.216333,-80.881887,1,rooftop,1501,West Blvd,Charlotte,NC,Mecklenburg County,28208,US,NC Geographic Information Coordinating Council
158868,2415 W Morehead St,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'WiFi': 'no'}",Et2MLEGT9hbh6LtI6RHj0Q,"Nightlife, Cigar Bars, Tobacco Shops, Bars, Lounges, Shopping",Charlotte,"{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '14:0-22:0'}",1,35.223929,-80.8780446,Secret Society Cigar Bar And Lounge,,28208,7,5,NC,35.223925,-80.878077,1,rooftop,2415,W Morehead St,Charlotte,NC,Mecklenburg County,28208,US,Mecklenburg
158878,2727 Selwyn Ave,,6KCexytMUQkxiNIVtdUBQQ,"Waxing, Day Spas, Beauty & Spas, Tanning, Hair Removal",Charlotte,"{'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-16:0', 'Saturday': '9:30-13:0'}",1,35.1748056,-80.8388269,Miramae,Myers Park,28209,4,5,NC,35.174814,-80.838829,1,rooftop,2727,Selwyn Ave,Charlotte,NC,Mecklenburg County,28209,US,NC Geographic Information Coordinating Council
158909,"12007 Sam Roper Rd Ste B, Ste B","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",#NAME?,"Burgers, American (Traditional), Salad, Sandwiches, Restaurants",Charlotte,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-21:30', 'Saturday': '10:30-21:30', 'Sunday': '10:30-21:30'}",0,35.3699473,-80.8335527,Sandwich Corner,,28269,7,4.5,NC,35.369952,-80.833567,1,rooftop,12007,Sam Roper Dr,Charlotte,NC,Mecklenburg County,28269,US,Mecklenburg
158980,"210 E Trade St, Ste B-120","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'free'}",GmSomk7UiPR64MFUs0rp2Q,"Restaurants, American (New)",Charlotte,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",1,35.2251811,-80.842261,Blackfinn Ameripub,Uptown,28202,109,3,NC,35.225385,-80.841964,1,rooftop,210,E Trade St,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
158984,"6000 Fairview Rd, Ste 400",,y5wfzC0d-LOXVSAH88CSBA,"Financial Services, Insurance",Charlotte,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",1,35.149907,-80.839098,Health Plans of North Carolina,South Park,28210,3,5,NC,35.149914,-80.839101,1,rooftop,6000,Fairview Rd,Charlotte,NC,Mecklenburg County,28210,US,NC Geographic Information Coordinating Council
159006,3911 South Blvd,,2rrxHepFo0tpboNDe3tNgA,"Hotels & Travel, Car Rental",Charlotte,,1,35.1896567,-80.8749424,Airport Holiday Payless Rent-A-Car Systems,,28209,6,2,NC,35.189668,-80.874994,1,rooftop,3909,South Blvd,Charlotte,NC,Mecklenburg County,28209,US,NC Geographic Information Coordinating Council
159013,"9510 University City Blvd, Ste 105","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",vmhqRBCoAANUFSTsBtYQRg,"Vape Shops, Shopping",Charlotte,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-19:0'}",1,35.3057571,-80.7233792,Buddha's Bazaar,University City,28213,12,4,NC,35.305748,-80.723403,1,rooftop,9510,University City Blvd,Charlotte,NC,Mecklenburg County,28213,US,NC Geographic Information Coordinating Council
159065,"9402 Northlake West Dr, Ste 101","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}",rLUxAhOFeo8LPrJCSs-H5Q,"Mattresses, Home & Garden, Home Decor, Shopping, Furniture Stores",Charlotte,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-19:0'}",1,35.3467608,-80.860589,Sleep Number,,28216,3,3.5,NC,35.346786,-80.860806,1,rooftop,9402,Northlake West Dr,Charlotte,NC,Mecklenburg County,28216,US,NC Geographic Information Coordinating Council
159084,,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",smzSaRBF7HTpVx0KVkGVKQ,"Home Services, Contractors",Charlotte,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}",1,35.1105564,-80.7103532,CHS Remodeling,,28105,4,5,NC,35.110652,-80.710361,1,rooftop,324,Amir Crk,Matthews,NC,Mecklenburg County,28105,US,Mecklenburg
159165,"5600 Albemarle Rd, Ste 300","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}",PZROwIchGUV-lPEj1VEGmw,"Discount Store, Shopping",Charlotte,,1,35.2029023,-80.7531827,Dollar Tree Stores,Eastland,28212,7,2.5,NC,35.202928,-80.753132,1,rooftop,5600,Albemarle Rd,Charlotte,NC,Mecklenburg County,28212,US,NC Geographic Information Coordinating Council
159197,225 E 6th St,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",VPD964F1uXEDjoh8pM2BJw,"Asian Fusion, Sushi Bars, Restaurants",Charlotte,"{'Monday': '11:0-16:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-15:0'}",1,35.2274621,-80.8388937,Bonsai Fusion,First Ward,28202,75,4,NC,35.227398,-80.838801,1,rooftop,215,E 6th St,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
159240,"8332 Pineville-Matthews Rd, Ste 204","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",r7N0_BL_BCJS7_Io6eYwVQ,"Hair Removal, Beauty & Spas, Waxing, Hair Salons, Men's Hair Salons",Charlotte,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-17:0'}",1,35.088498,-80.860703,The Guys Place - A Hair Salon for Men,,28226,6,4,NC,35.088505,-80.860706,1,rooftop,8332,Pineville-matthews Rd,Charlotte,NC,Mecklenburg County,28210,US,NC Geographic Information Coordinating Council
159254,8192 S Tryon St,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",OJgfkouGs2Ia0wtuV6NSoQ,"Building Supplies, Home Services",Charlotte,,1,35.1459902,-80.932006,Lowe's Home Improvement Warehouse Stores,Steele Creek,28273,14,2,NC,35.146135,-80.932128,1,rooftop,8192,S Tryon St,Charlotte,NC,Mecklenburg County,28273,US,NC Geographic Information Coordinating Council
159293,"325 A Arlington Ave, Ste 108","{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",VbyTDmFOChklMV48kfAlWg,"Nightlife, Sushi Bars, Bars, Restaurants, Japanese",Charlotte,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-23:30', 'Thursday': '17:0-23:30', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0', 'Sunday': '17:0-22:0'}",1,35.2168221,-80.8521514,Nikko Japanese Restaurant,South End,28203,4,4,NC,35.216848,-80.852122,1,rooftop,325,Arlington Ave,Charlotte,NC,Mecklenburg County,28203,US,Mecklenburg
159313,"1412 East Blvd, Ste A",,DHa4It-uKeNFpqJ4lpNbhA,"Hardware Stores, Paint Stores, Home & Garden, Building Supplies, Shopping, Home Services",Charlotte,,1,35.200937,-80.843277,Sherwin-Williams Paint Store,Dilworth,28203,4,3,NC,35.201089,-80.84337,1,rooftop,1403,E Bv,Charlotte,NC,Mecklenburg County,28203,US,Mecklenburg
159334,"10724 Carmel Commons Blvd, Ste 530","{'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'False'}",6OlqKq6Jrht9-U0_Y8B9nA,"Hair Removal, Skin Care, Waxing, Eyelash Service, Beauty & Spas",Charlotte,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-17:0'}",1,35.0859302,-80.8517941,Olessya Slivko Skin Therapy & Lash Studio,,28226,7,5,NC,35.086034,-80.85178,1,rooftop,10724,Carmel Commons Bv,Charlotte,NC,Mecklenburg County,28226,US,Mecklenburg
159335,"11121 Carmel Commons Blvd, Ste 100, Studio 24, Salons By JC","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}",FQi5Ni-7q86Y3yL9gxayLg,"Massage, Skin Care, Beauty & Spas",Charlotte,"{'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-18:0'}",1,35.085296,-80.846987,Eden Skin & Body Institute,,28226,12,4.5,NC,35.085376,-80.846479,1,rooftop,6704,Carmel Rd,Charlotte,NC,Mecklenburg County,28226,US,Mecklenburg
159345,1801 Commonwealth Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForDancing': 'True', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Smoking': 'no'}",FzM55bflbSwwJThZxkvE0A,"Lounges, Bars, Caterers, Venues & Event Spaces, Nightlife, Event Planning & Services",Charlotte,,0,35.219162,-80.813703,Volume Lounge,,28205,7,2.5,NC,35.219169,-80.813706,1,rooftop,1801,Commonwealth Ave,Charlotte,NC,Mecklenburg County,28205,US,Mecklenburg
159351,4147 Park Rd,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}",wy_rpkZFS1GoymS0FZYdRA,"Shopping, Jewelry",Charlotte,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0'}",1,35.1751474,-80.8489501,Brownlee Jewelers,,28209,24,3.5,NC,35.175021,-80.849073,1,rooftop,4151,Park Rd,Charlotte,NC,Mecklenburg County,28209,US,Mecklenburg
159371,601 S Cedar St,{'BusinessAcceptsCreditCards': 'True'},tXq6KmKuexOQ_GW6_RXQWg,"Event Planning & Services, Session Photography, Photographers",Charlotte,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}",1,35.2283567,-80.8546569,CharlotteVibe Photography,Uptown,28202,3,2,NC,35.228394,-80.854705,1,rooftop,601,S Cedar St,Charlotte,NC,Mecklenburg County,28202,US,NC Geographic Information Coordinating Council
