,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
108310,"9315 Statesville Rd","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': 'free'}",L5WT0LBLR_M04_LWvuz4OQ,"Hotels & Travel, Hotels, Event Planning & Services",Charlotte,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,35.348353,-80.84229500000001,"Hilton Garden Inn Charlotte North",,28269,23,3,NC,35.348396,-80.842271,1,rooftop,9315,"Statesville Rd",Charlotte,NC,"Mecklenburg County",28269,US,Mecklenburg
108346,"8200 Providence Rd, Ste 1000,","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",gMYbry72EOH-6A8FQFIm5w,"Food, Bubble Tea, Coffee & Tea, Juice Bars & Smoothies",Charlotte,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:0-21:0'}",1,35.0952753,-80.7791381,"Kung Fu Tea",Arboretum,28277,28,4.5,NC,35.095245,-80.779086,1,rooftop,8200,"Providence Rd",Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
108397,"2700 Dorchester Pl","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True'}",quwD16BTBH_8O5Rp233-Aw,"Dance Studios, Fitness & Instruction, Active Life",Charlotte,"{'Monday': '18:30-20:30', 'Tuesday': '18:30-20:30', 'Wednesday': '18:30-20:30', 'Thursday': '18:30-20:30', 'Friday': '18:30-20:30'}",1,35.1972991,-80.8562773,"The Jam: CLT",Sedgefield,28209,8,5,NC,35.196856,-80.855417,0.99,rooftop,2700,"Dorchester Pl",Charlotte,NC,"Mecklenburg County",28209,US,Mecklenburg
108409,"130 Sharon Township Ln","{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True'}",Tl3z5hwhPHde9F0J3vC6Kg,"Real Estate, Apartments, Home Services",Charlotte,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '13:0-17:0'}",1,35.1569635,-80.8263405,MEZZO1,"South Park",28211,3,2.5,NC,35.157011,-80.82601,1,rooftop,420,"Lloyd Church Rd",Charlotte,NC,"Mecklenburg County",28211,US,"NC Geographic Information Coordinating Council"
108435,"14142 Rivergate Pkwy","{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'WiFi': 'no'}",HphnDKYfcsj33_rzWuWYWA,"Local Services, Dry Cleaning & Laundry, Dry Cleaning, Laundry Services",Charlotte,,1,35.1023996,-80.98456040000001,"One Price Dry Cleaning","Steele Creek",28273,6,3.5,NC,35.102362,-80.984647,1,rooftop,14142,"Rivergate Py",Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
108468,"217 Southside Dr","{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True'}",uWRhh7MElFjkFO7HS_DGbA,"Local Flavor, Festivals, Arts & Entertainment, Brasseries, Restaurants",Charlotte,,0,35.185467,-80.881017,"OMB's Weihnachtsmarkt - Christmas Market",,28217,7,4.5,NC,35.185474,-80.88102,1,rooftop,217,"Southside Dr",Charlotte,NC,"Mecklenburg County",28217,US,Mecklenburg
108469,"5407 South Blvd","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",D0gKNbcK7wxi35v6tvn1qA,"Interior Design, Shopping, Arts & Crafts, Home Services, Fabric Stores",Charlotte,,0,35.1619101,-80.8750184,"Hancock Fabrics",,28217,10,2.5,NC,35.161831,-80.87503,1,rooftop,5409,"South Blvd",Charlotte,NC,"Mecklenburg County",28210,US,"NC Geographic Information Coordinating Council"
108470,"5609 South Blvd","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': 'free'}",P0v6FODbTrqAZ8pf0BI80Q,"Laundry Services, Local Services, Dry Cleaning & Laundry",Charlotte,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,35.159935,-80.87506399999999,Washland,,28217,9,4,NC,35.159942,-80.875067,1,rooftop,5609,"South Blvd",Charlotte,NC,"Mecklenburg County",28210,US,"NC Geographic Information Coordinating Council"
108479,"7511 Pineville-matthews","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False'}",Shfg3OSN0LuexhugwaVdaA,"Automotive, Food, Gas Stations, Convenience Stores, Coffee & Tea",Charlotte,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,35.0873454828,-80.8460067978,7-Eleven,,28226,3,2.5,NC,35.087337,-80.846036,1,rooftop,7511,"Pineville-matthews Rd",Charlotte,NC,"Mecklenburg County",28226,US,"NC Geographic Information Coordinating Council"
108483,"4925 Rozzelles Ferry Rd","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'no'}",kN9MQJzWErsPyXzfxgx2_Q,"Diners, Breakfast & Brunch, Comfort Food, Restaurants, American (Traditional)",Charlotte,"{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0'}",1,35.2734512,-80.8916921,"Stockyard Restaurant",Biddleville,28216,38,4.5,NC,35.273471,-80.891723,1,rooftop,4925,"Rozzelles Ferry Rd",Charlotte,NC,"Mecklenburg County",28216,US,"NC Geographic Information Coordinating Council"
108495,"1531 East Blvd","{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': 'free'}",o4RqT9ddT8vO1aSGYpc3Jg,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Sandwiches, Coffee & Tea, Caterers, Bagels",Charlotte,"{'Monday': '5:30-17:0', 'Tuesday': '5:30-17:0', 'Wednesday': '5:30-17:0', 'Thursday': '5:30-17:0', 'Friday': '5:30-17:0', 'Saturday': '6:0-16:0', 'Sunday': '6:0-16:0'}",0,35.199843,-80.841189,"Bruegger's Bagels",Dilworth,28203,8,3,NC,35.199849,-80.841192,1,rooftop,1531,"E Bv",Charlotte,NC,"Mecklenburg County",28203,US,Mecklenburg
108534,"514 E 36th St","{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",bZtukyhyV1oVmUU3yRBPbQ,"Bagels, Desserts, Food, Vegan, Internet Cafes, Breakfast & Brunch, Coffee & Tea, Restaurants",Charlotte,"{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-22:0', 'Saturday': '6:30-22:0', 'Sunday': '6:30-20:0'}",1,35.2474048,-80.8043246,"Smelly Cat Coffee",NoDa,28205,387,4.5,NC,35.247497,-80.804499,1,rooftop,3232,"N Davidson St",Charlotte,NC,"Mecklenburg County",28205,US,Mecklenburg
108547,"8036 Providence Rd, Ste 100","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}",I_2BEzQDEdohTWj03GY8kQ,"Shopping, Sporting Goods",Charlotte,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '11:0-18:0'}",1,35.0971245,-80.780796,"Omega Sports",Arboretum,28277,6,3.5,NC,35.097131,-80.780678,1,rooftop,8036,"Providence Rd",Charlotte,NC,"Mecklenburg County",28277,US,"NC Geographic Information Coordinating Council"
108559,"3101 Scott Futrell Dr","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}",kTa-7OTBimzgGVAxLSBEiw,"Hotels, Hotels & Travel, Event Planning & Services",Charlotte,,0,35.237051,-80.918193,"Days Inn",,28208,4,2,NC,35.237058,-80.918197,1,rooftop,3101,"Scott Futrell Dr",Charlotte,NC,"Mecklenburg County",28208,US,"NC Geographic Information Coordinating Council"
108562,,,DLaCVmmAC5_Zx70wZqYGRg,"Professional Services, Web Design",Charlotte,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}",1,35.212973,-80.9097127,"WebCo Charlotte",,28208,6,5,NC,35.212992,-80.909737,1,rooftop,2846,"Kenhill Dr",Charlotte,NC,"Mecklenburg County",28208,US,Mecklenburg
108594,"2016 Ayrsley Town Blvd, Ste A1","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'outdoor', 'WiFi': 'free'}",G7QGwPZjCVmvcEsC3ARoYg,"American (New), Nightlife, Restaurants, Bars",Charlotte,"{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0'}",1,35.1382777,-80.93154989999999,"The Corner Bar","Steele Creek",28273,62,4.5,NC,35.138199,-80.931398,1,rooftop,9140,"Kings Parade Bv",Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
108644,"2301 Freedom Dr","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': True, 'saturday': False}"", 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'CoatCheck': 'True', 'DogsAllowed': 'False', 'GoodForDancing': 'True', 'HappyHour': 'False', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Smoking': 'outdoor', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",Y1kXjWwEhQvtk6e7tXiXXg,"Bars, Gay Bars, Nightlife",Charlotte,"{'Wednesday': '22:0-2:30', 'Friday': '22:0-3:0', 'Saturday': '22:0-4:0', 'Sunday': '22:0-3:0'}",1,35.2336037,-80.8790709,Scorpio,,28208,30,3,NC,35.233602,-80.879084,1,rooftop,2301,"Freedom Dr",Charlotte,NC,"Mecklenburg County",28208,US,Mecklenburg
108669,"9844 Rea Rd","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}",TuijIjdP-ZSesyTnCusSYw,"Shopping, Jewelry",Charlotte,,1,35.0347188865,-80.80763521980001,Handpicked,Ballantyne,28277,3,2,NC,35.034593,-80.807541,1,rooftop,9844,"Rea Rd",Charlotte,NC,"Mecklenburg County",28277,US,"NC Geographic Information Coordinating Council"
108695,"4400 Randolph Rd","{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",Vu8Z-zbNT_InsKm4IrdeCg,"Burgers, Restaurants",Charlotte,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.178036,-80.80123,Smashburger,Cotswold,28211,101,3.5,NC,35.178043,-80.801234,1,rooftop,4400,"Randolph Rd",Charlotte,NC,"Mecklenburg County",28211,US,Mecklenburg
108709,"9620 Longstone Ln, Ste A","{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2'}",nujVJY8P1sTa1wIzDdSa7w,"Hair Salons, Beauty & Spas",Charlotte,,1,35.0263129,-80.8407682,"Hair by Design",Ballantyne,28277,10,5,NC,35.026289,-80.84076,1,rooftop,9616,"Longstone Ln",Charlotte,NC,"Mecklenburg County",28277,US,"NC Geographic Information Coordinating Council"
108730,"4436 South Blvd","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2'}",9LjUvHgq9jOxP_BzafVnlA,"Mountain Biking, Bike Repair/Maintenance, Fashion, Shopping, Sports Wear, Local Services, Active Life, Bikes, Sporting Goods",Charlotte,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-18:0'}",1,35.183176,-80.876289,"Performance Bicycle",,28209,31,3.5,NC,35.183218,-80.876362,1,rooftop,4436,"S Bv",Charlotte,NC,"Mecklenburg County",28209,US,Mecklenburg
108764,"10900 University City Blvd, Ste 13-15","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",dchNeTQHfK4wP45gYkrJqw,"Chicken Wings, Desserts, Restaurants, Pizza, Food, American (Traditional)",Charlotte,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.3143810487,-80.702227056,Cicis,,28213,22,3,NC,35.314131,-80.70214,1,rooftop,10905,"University City Bv",Charlotte,NC,"Mecklenburg County",28213,US,Mecklenburg
