recordid,lat,lon,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
84038fdeab59fc539509c7c5db85e36cd1c98d67,-78.94060271,35.99152711,"north carolina",35.991505,-78.940646,0.99,nearest_street,2598,"Cameron Blvd",Durham,NC,"Durham County",27705,US,"TIGER/Line® dataset from the US Census Bureau"
b2e214b0e47f70ef3e128f225572490f81131071,-81.94570357,35.30950686,"north carolina",35.310866,-81.946922,0.99,rooftop,209,"Canterbury Dr",Rutherfordton,NC,"Rutherford County",28139,US,"NC Geographic Information Coordinating Council"
b52011e940f335041ee3b5b442ce3ea50aa15aec,-81.20810335,35.25512687,"north carolina",35.255291,-81.208269,1,rooftop,507,"Linwood Rd",Gastonia,NC,"Gaston County",28052,US,"NC Geographic Information Coordinating Council"
65c0c4a549ba9a8ef121f19cd25e628f8edf6cae,-77.89910238,35.71157709,"north carolina",35.711828,-77.899247,1,rooftop,6000,"Ward Blvd",Wilson,NC,"Wilson County",27893,US,Wilson
478e2e28fc03b49ed8060dc6c5cbbd09a7315b9d,-77.89800238,35.71983709,"north carolina",35.719706,-77.897956,1,rooftop,"1200 1200","Queen St E",Wilson,NC,"Wilson County",27893,US,"NC Geographic Information Coordinating Council"
d291e230bc044a4346df4f2b289d2a08f7809dbe,-78.88640268,35.75797707,"north carolina",35.757799,-78.886193,1,rooftop,2502,"Dawn Ridge Ct",Apex,NC,"Wake County",27523,US,Cary
7f23023dc20ff907ae539591e982930293602ac4,-79.17050275,35.477547,"north carolina",35.477428,-79.170679,1,rooftop,500,"S 3rd St",Sanford,NC,"Lee County",27330,US,"NC Geographic Information Coordinating Council"
b75f8d150886ea2a761b1a2f69cb1961b48769e2,-77.65750233,36.1781372,"north carolina",36.178727,-77.657434,1,rooftop,716,"Freedom St",Enfield,NC,"Halifax County",27823,US,Halifax
48d855533ede0cd279e08f57d51d7bd350e3cee0,-77.38080222,35.57790708,"north carolina",35.578172,-77.381119,1,rooftop,103,"SE Greenville Bv",Greenville,NC,"Pitt County",27834,US,Pitt
f6daa84ad2dfea7c4089250a8fcf62401cd5d75f,-78.92800271,35.99038711,"north carolina",35.990033,-78.928272,1,rooftop,1901,"Jersey Ave",Durham,NC,"Durham County",27707,US,"NC Geographic Information Coordinating Council"
25a0cf0fcb51b649bf5199f0e9b50586352c29bb,-79.81270298,36.0653371,"north carolina",36.065144,-79.812858,1,rooftop,1401,"Spring Garden St",Greensboro,NC,"Guilford County",27403,US,"City of Greensboro"
0acba31225458b34ffa98a1a4573b6f7043d6acd,-78.82300267,35.79161708,"north carolina",35.791378,-78.822652,1,rooftop,114,"Leblanc Ct",Cary,NC,"Wake County",27513,US,Cary
a3936649e7bb762fb44cb7279819877f26c6f798,-77.37580222,35.61276709,"north carolina",35.612626,-77.376156,1,rooftop,400,"S Pitt St",Greenville,NC,"Pitt County",27834,US,Pitt
83f9a6afc7216e5e1571245958034b384018e542,-78.73530265,35.91953711,"north carolina",35.919734,-78.735286,1,rooftop,11101,"Crestmont Dr",Raleigh,NC,"Wake County",27613,US,"NC Geographic Information Coordinating Council"
2c7d7b23a2ba71ed03cff00a0969b01db078eaf4,-77.92660237,35.38438702,"north carolina",35.384161,-77.926519,1,rooftop,1410,"N Berkeley Blvd",Goldsboro,NC,"Wayne County",27534,US,Wayne
2843e2a46de9252a748281f6ec1b372a9972e105,-81.56070349,35.896637,"north carolina",35.897452,-81.561045,0.99,rooftop,524,"Fairview Dr SW",Lenoir,NC,"Caldwell County",28645,US,Caldwell
19e6405dfd389336548e2cdcb7c7daeafafedf6d,-77.58750228,35.59911708,"north carolina",35.599007,-77.587396,1,rooftop,3359,"N George St",Farmville,NC,"Pitt County",27828,US,"NC Geographic Information Coordinating Council"
e16a208fdabfcdf43ed9b50d9aa1fb01f57590fd,-78.40960245,33.93076668,"north carolina",33.930805,-78.409811,1,rooftop,1006,"Bricklanding Rd SW",Shallotte,NC,"Brunswick County",28470,US,Brunswick
4cd2c336a6246cac16c11551d71ec8c34b8bbccf,-80.79045323,35.25016689,"north carolina",35.250229,-80.790794,1,rooftop,800,"E Sugar Creek Rd",Charlotte,NC,"Mecklenburg County",28205,US,"NC Geographic Information Coordinating Council"
fe1e47fc630c75b0ef97834fa370ceaf69566f22,-80.23437811,36.11484109,"north carolina",36.114709,-80.234172,1,rooftop,1533,"N Liberty St",Winston-Salem,NC,"Forsyth County",27105,US,"NC Geographic Information Coordinating Council"
6c2da2db8b4ad2b10ade877dedbecd52ba98b218,-78.98553768,35.03485391,"north carolina",35.034823,-78.984766,1,rooftop,1261,"Bingham Dr",Fayetteville,NC,"Cumberland County",28304,US,"NC Geographic Information Coordinating Council"
0babb5bdb8ab894e36bfe4ce52be3ce7e4e78131,-80.02081304,35.97878207,"north carolina",35.978876,-80.021034,1,rooftop,1825,"N Main St","High Point",NC,"Guilford County",27262,US,"NC Geographic Information Coordinating Council"
8e32cb6a33eeeccd73fcb40c8bf115476a02e841,-77.93558732,34.22618676,"north carolina",34.226049,-77.935732,1,rooftop,922,"Wooster St",Wilmington,NC,"New Hanover County",28401,US,"NC Geographic Information Coordinating Council"
9d5c278fef1da58f5f52b64f9679aa874ae2947c,-77.37946217,34.7472529,"north carolina",34.747643,-77.379014,1,rooftop,146,"Western Blvd",Jacksonville,NC,"Onslow County",28546,US,"NC Geographic Information Coordinating Council"
21f016b95760a2035cabe639ce19670afea58736,-80.44598317,36.09996408,"north carolina",36.100241,-80.445897,1,rooftop,7495,"Shallowford Rd",Lewisville,NC,"Forsyth County",27023,US,Forsyth
651305bb5bdf0509ce6f8f25bda8d0d76ac19446,-80.56391315,35.01033285,"north carolina",35.010516,-80.563416,1,rooftop,2336,"W Roosevelt Blvd",Monroe,NC,"Union County",28110,US,Union
265a273e43fd3bf89dabcb96947385d4fa415c59,-78.99292268,35.10343492,"north carolina",35.103566,-78.992687,1,rooftop,6402,"Yadkin Rd",Fayetteville,NC,"Cumberland County",28303,US,"NC Geographic Information Coordinating Council"
799fd189ee5bc1e71d1611715bf30abf02f3f26d,-76.93586204,34.72559291,"north carolina",34.725761,-76.936243,1,rooftop,2946,24,Newport,NC,"Carteret County",28570,US,"NC Geographic Information Coordinating Council"
b50d4b42da93679400b4daa201ef33929cfb6bf8,-80.50024316,35.66186699,"north carolina",35.662024,-80.500091,1,rooftop,600,"W Jake Alexander Blvd",Salisbury,NC,"Rowan County",28144,US,"NC Geographic Information Coordinating Council"
644d5faaba9b94e51ea6b1b92c5e88432711f119,-81.19466335,35.23858687,"north carolina",35.238359,-81.194838,1,rooftop,1905,"S York Rd",Gastonia,NC,"Gaston County",28052,US,"NC Geographic Information Coordinating Council"
90f5794c98d43353dfecfae6872c898dbe4c91de,-80.02816304,35.93840706,"north carolina",35.938226,-80.028161,1,rooftop,2213,"W English Rd","High Point",NC,"Guilford County",27262,US,"NC Geographic Information Coordinating Council"
9e6487c0f270f1ed85847b2ca44622d2e3ef81ad,-77.05298207,34.66102189,"north carolina",34.661475,-77.052477,1,rooftop,8810,"Emerald Dr","Emerald Isle",NC,"Carteret County",28594,US,"NC Geographic Information Coordinating Council"
36882f259c13d97c2fbc44ad44b394c2795bf160,-78.66964262,35.78816708,"north carolina",35.788477,-78.669847,1,rooftop,2600,"Hillsborough St",Raleigh,NC,"Wake County",27607,US,Cary
c0b2e050e535798f260989248ab45f8a6d25ccfb,-77.41249223,35.61819409,"north carolina",35.618606,-77.411939,1,rooftop,511,"Paladin Dr",Greenville,NC,"Pitt County",27834,US,Pitt
71a2579640ff6730ec345d68c8413189539e47f1,-80.88093325,35.21359188,"north carolina",35.213546,-80.880671,1,rooftop,2629,"Phillips Ave",Charlotte,NC,"Mecklenburg County",28208,US,Mecklenburg
b5e5ca47342a3ccd04a88b06b605db076df0c9d1,-78.87679269,35.99662712,"north carolina",35.996541,-78.876579,1,rooftop,1016,"Park Ave",Durham,NC,"Durham County",27703,US,"NC Geographic Information Coordinating Council"
a456db3504b2506a9c83aeb55ca47d4364fd4ec8,-78.6029326,35.76827908,"north carolina",35.767772,-78.60268,1,rooftop,452,"Dacian Rd",Raleigh,NC,"Wake County",27610,US,"NC Geographic Information Coordinating Council"
54571a35e256045b3b56251f32538bbbd2fc2f0c,-78.73670262,35.409417,"north carolina",35.409503,-78.736783,1,rooftop,53,"Bolton Rd",Lillington,NC,"Harnett County",27546,US,"NC Geographic Information Coordinating Council"
89f52db785c49090277dbe870fff478502da4545,-80.88299925,35.11347886,"north carolina",35.113207,-80.882788,1,rooftop,9111,"S Bv",Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
26a7869e0baad7b0fbe8a542a26769c390866991,-78.64201261,35.77577708,"north carolina",35.775567,-78.642335,1,rooftop,201,"W Davie St",Raleigh,NC,"Wake County",27601,US,Wake
529d7b6ff7df1aefa46d8afe283360aa3f0ad2c2,-77.06046208,34.6987409,"north carolina",34.699022,-77.060245,1,rooftop,205,"Taylor Notion Rd",Swansboro,NC,"Carteret County",28584,US,"NC Geographic Information Coordinating Council"
35b9b28cc40ec189116ed23a0088efe567dc4171,-77.07426208,34.7247569,"north carolina",34.725096,-77.074071,1,rooftop,1406,"Hwy 58",Swansboro,NC,"Carteret County",28584,US,Carteret
2d9d14da3141f0d0e050b16f46cf0d04f307585a,-79.07276275,35.91027709,"north carolina",35.910383,-79.072722,1,rooftop,102,"W Main St",Carrboro,NC,"Orange County",27510,US,Orange
3634339ef93d3aced61a320a4339fce407325ce4,-78.63412761,35.77197208,"north carolina",35.771773,-78.634117,1,rooftop,322,"E South St",Raleigh,NC,"Wake County",27601,US,Wake
a96f5a11d93b5fbd8743c2cf0de5cb28e846089f,-79.77331297,36.0852201,"north carolina",36.085555,-79.773357,1,rooftop,915,"E Bessemer Ave",Greensboro,NC,"Guilford County",27405,US,"City of Greensboro"
1b56e8c6b324a3bb96cbafd42243bba8269ce45c,-78.59794859,35.74736307,"north carolina",35.74661,-78.598625,0.99,rooftop,2900,"Rock Quarry Rd",Raleigh,NC,"Wake County",27610,US,"NC Geographic Information Coordinating Council"
a458af32c75abf8d82624b198b7637f2b18946cd,-81.19912335,35.23705987,"north carolina",35.236948,-81.198907,1,rooftop,651,"Clyde St",Gastonia,NC,"Gaston County",28052,US,"NC Geographic Information Coordinating Council"
2897f59049355487547863d2f9e73adf72b29cfe,-76.1840719,36.53114733,"north carolina",36.531335,-76.183667,1,rooftop,"105 2093","Shingle Landing Rd",Moyock,NC,"Currituck County",27958,US,"NC Geographic Information Coordinating Council"
c615e4fee5e0aded1f23b2f135a5a3f9cb81bded,-80.24820311,36.09950709,"north carolina",36.099123,-80.248214,1,rooftop,424,"N Marshall St","Winston Salem",NC,"Forsyth County",27101,US,Forsyth
120b4acb87197828772f28c7fa3ac4da9f2fe13b,-80.81045825,35.58432296,"north carolina",35.584348,-80.810544,1,rooftop,252,"N Main St",Mooresville,NC,"Iredell County",28115,US,Iredell
e63b830c115925bbc68b88b235d2b943a448d7bc,-78.93698266,34.9782249,"north carolina",34.978426,-78.937288,1,rooftop,5005,"Oak St","Hope Mills",NC,"Cumberland County",28348,US,Cumberland
7b83cc5e889bd370522513eb8b429a5dda72205f,-82.54986977,35.58971289,"north carolina",35.589302,-82.549759,1,rooftop,178,"S Charlotte St",Asheville,NC,"Buncombe County",28801,US,"NC Geographic Information Coordinating Council"
01bf5daff41268698515c4adbc3a650ee5f35239,-79.5437829,36.10656712,"north carolina",36.106398,-79.543769,1,rooftop,223,"W Main St",Gibsonville,NC,"Guilford County",27249,US,Guilford
3fe2bfc0741a4e5207d9b9816f7f89207f2501ed,-79.76423297,36.0740731,"north carolina",36.074218,-79.764204,1,rooftop,1949,"E Market St",Greensboro,NC,"Guilford County",27401,US,Guilford
4ad34225b27f6ed51e922c00cac93fbe706d9f65,-80.81203825,35.59985296,"north carolina",35.599638,-80.811696,1,rooftop,546,"E Plaza Dr",Mooresville,NC,"Iredell County",28115,US,"NC Geographic Information Coordinating Council"
606e8308568831eaee0fe3b2a459b2ba48151120,-78.39829257,36.33296921,"north carolina",36.333035,-78.3986,1,rooftop,75FT,"Rockspring St.",Henderson,NC,"Vance County",27536,US,"NC Geographic Information Coordinating Council"
92c8f3c09e23158a532dbf130e729d49e019b99a,-79.80762298,36.10836711,"north carolina",36.108608,-79.807736,1,rooftop,1600,"W Cone Blvd",Greensboro,NC,"Guilford County",27408,US,"NC Geographic Information Coordinating Council"
c33e66ecea7778c0dc8049f1ab3186a393d85850,-77.58288226,35.26869901,"north carolina",35.268366,-77.582913,1,rooftop,200,"W Vernon Ave",Kinston,NC,"Lenoir County",28501,US,"NC Geographic Information Coordinating Council"
e2ab2e8b3c41c08deae35af37135731fc1dde473,-82.43830372,35.25922283,"north carolina",35.258991,-82.439352,0.99,rooftop,3111,"Greenville Hwy","Flat Rock",NC,"Henderson County",28731,US,"NC Geographic Information Coordinating Council"
92f0c935d824a4803478582945aa6f384c5ce85e,-78.8893727,35.98992712,"north carolina",35.989941,-78.889578,1,rooftop,807,"E Main St",Durham,NC,"Durham County",27701,US,Durham
cbf4a06a045b9a05b4242b1dae2c057b69dc7f92,-79.19044773,34.82099485,"north carolina",34.820959,-79.190541,1,rooftop,701,"W 2nd Ave","Red Springs",NC,"Robeson County",28377,US,"NC Geographic Information Coordinating Council"
54d881f5e011b39190e6e68a8f987283b84dabc3,-75.65047171,35.99585323,"north carolina",35.995864,-75.650979,1,rooftop,1808,"Croatan Hwy","Kill Devil Hills",NC,"Dare County",27948,US,Dare
657ede705e3c778041ec7923c8c10c2b7fc3cf72,-78.8778427,36.03061712,"north carolina",36.030559,-78.878097,1,rooftop,2713,"Hinson Dr",Durham,NC,"Durham County",27704,US,Durham
244a1be9d5376d1dddce9a84f2cd3e7b4d074b1b,-80.10332306,35.89350705,"north carolina",35.893301,-80.102816,1,rooftop,1017,"Martin Luther King Dr",Thomasville,NC,"Davidson County",27360,US,Davidson
f7e78938e24becfe901511a6ee36e9f0d8e81520,-75.74547174,36.15557726,"north carolina",36.155779,-75.74541,1,rooftop,100,"Sea Hawk Dr","Kitty Hawk",NC,"Dare County",27949,US,Dare
944ec72d565f8febc7945af7af16c022a19177d3,-81.43014345,35.77046098,"north carolina",35.770804,-81.430521,1,rooftop,100,"Catawba Ave",Hickory,NC,"Burke County",28601,US,Alexander
08a8f9f200f4888d6fcf50e8d8a8c7aa51c34bed,-79.76521296,36.0656431,"north carolina",36.065549,-79.76542,1,rooftop,1724,"McConnell Rd",Greensboro,NC,"Guilford County",27401,US,"NC Geographic Information Coordinating Council"
9342b2e6b8f474fbad26b01956e548f0281d2975,-78.67094262,35.77596708,"north carolina",35.777204,-78.671989,0.99,rooftop,200,"Centennial Pkwy",Raleigh,NC,"Wake County",27606,US,"NC Geographic Information Coordinating Council"
a914bdb501599121cf6629010ddc8b385c2c0544,-81.68144355,36.21648306,"north carolina",36.216682,-81.68116,1,rooftop,461,"Howard St",Boone,NC,"Watauga County",28607,US,"NC Geographic Information Coordinating Council"
218792930af2dfce35ac6a4f85c1a6f6828370ca,-78.58340259,35.77109708,"north carolina",35.770941,-78.584052,1,rooftop,3220,"Poole Rd",Raleigh,NC,"Wake County",27610,US,"NC Geographic Information Coordinating Council"
3824572032819f21582df65f1004e00f92ac0286,-80.77946322,35.22221288,"north carolina",35.221973,-80.779248,1,rooftop,2601,"Eastway Dr",Charlotte,NC,"Mecklenburg County",28205,US,Mecklenburg
65a0e724190d3a14a5dbf8888287d590c01da2bc,-77.88507239,35.96926415,"north carolina",35.968924,-77.885783,1,rooftop,4461,"Sunset Ave","Rocky Mount",NC,"Nash County",27804,US,"NC Geographic Information Coordinating Council"
70ac74cd4614d91b4c7f4aa2654d74da8505c8c2,-80.74900321,35.18427688,"north carolina",35.184128,-80.749176,1,rooftop,2617,"Dion Ave",Charlotte,NC,"Mecklenburg County",28212,US,"NC Geographic Information Coordinating Council"
59fe5f87a53a8fedb4c97762da6a5553dc1691f8,-79.45347887,36.08496012,"north carolina",36.085398,-79.453624,1,rooftop,1420,"S Church St",Burlington,NC,"Alamance County",27215,US,Alamance
dade708721fffedb4debe56390c11fb598e1fd3e,-80.20560807,35.649871,"north carolina",35.650215,-80.205667,1,rooftop,15299,"Nc Hwy 8",Lexington,NC,"Davidson County",27292,US,Davidson
10339175522126dd67a645fdcdcfc2af97203f95,-78.73587258,34.74929385,"north carolina",34.748914,-78.73578,1,rooftop,3529,"Burney Rd","White Oak",NC,"Bladen County",28399,US,Bladen
69c57988ea9cb1a0e1abdcadc7216f7d7316bacf,-77.94003232,34.21945476,"north carolina",34.219592,-77.940232,1,rooftop,1224,"S 6th St",Wilmington,NC,"New Hanover County",28401,US,"New Hanover"
c581be1223c6eeff862b5482dd4d4b6b33c5172e,-80.80127323,35.21063888,"north carolina",35.210422,-80.801769,1,rooftop,2656,"Shenandoah Ave",Charlotte,NC,"Mecklenburg County",28205,US,"NC Geographic Information Coordinating Council"
c6d47afd18d3df61c45925bf6fa4d5be5b841bf6,-81.6162235,35.77079697,"north carolina",35.770936,-81.616472,1,rooftop,101,"Shetland Ct",Morganton,NC,"Burke County",28655,US,Burke
24b4d722696e647de8e6c54cdbf57dd481fbe28f,-77.97160239,35.40269002,"north carolina",35.401872,-77.972455,0.99,rooftop,900,"Eleventh St",Goldsboro,NC,"Wayne County",27534,US,"NC Geographic Information Coordinating Council"
6f4c0afe617ec629c6a17dbe5bf4098ebd95fdc4,-81.87332356,35.35612687,"north carolina",35.356339,-81.87353,1,rooftop,273,"Mountainview St","Forest City",NC,"Rutherford County",28043,US,"NC Geographic Information Coordinating Council"
90e99bebe2be6cb268bb9e70db0b8b68886d52c2,-78.62571261,35.78104708,"north carolina",35.780994,-78.625497,1,rooftop,901,"E Edenton St",Raleigh,NC,"Wake County",27601,US,Wake
d3b0e88f2fb2078eb460d353c9b77c130b5f1754,-80.01462304,35.97305207,"north carolina",35.973177,-80.014783,1,rooftop,217,"E Lexington Ave","High Point",NC,"Guilford County",27262,US,Guilford
1b20eafde4baf65bea58964610f25e0b7414c9cd,-79.00419266,34.63224682,"north carolina",34.632309,-79.004426,1,rooftop,2101,"Pine St",Lumberton,NC,"Robeson County",28358,US,Robeson
59ab59da9f18671f9ba79ab180450054bb795841,-77.8606223,34.24315177,"north carolina",34.243025,-77.86137,1,rooftop,255,"Eastwood Rd",Wilmington,NC,"New Hanover County",28403,US,"NC Geographic Information Coordinating Council"
83ff57fa03293f261deba5684a145ca90d5313af,-78.71675264,35.8928601,"north carolina",35.892801,-78.717045,1,rooftop,8415,"Oneal Rd",Raleigh,NC,"Wake County",27613,US,Wake
991f7dadc0dc887ecb676c775be8164957e3cb62,-78.66054761,35.73657707,"north carolina",35.736459,-78.660412,1,rooftop,1205,"Chapanoke Rd",Raleigh,NC,"Wake County",27603,US,Wake
26ea1a7b043f768d7f2952ce278458a25144512a,-79.3872428,35.19270693,"north carolina",35.1932,-79.386837,1,rooftop,885,"Midland Rd","Southern Pines",NC,"Moore County",28387,US,Moore
8ad2460d5412d8d36755ace23f84078e99806a24,-80.84237324,35.20020988,"north carolina",35.199986,-80.842337,1,rooftop,1514,"E Bv",Charlotte,NC,"Mecklenburg County",28203,US,Mecklenburg
1b6f45a2e82761a22f728cffe76e82bc11e692b7,-77.88347231,34.34984879,"north carolina",34.352852,-77.884731,1,nearest_street,,"I 40","Castle Hayne",NC,"New Hanover County",28429,US,"TIGER/Line® dataset from the US Census Bureau"
27ebfc8c7fcad6fc839a33801bced9c64a6797ef,-82.50889375,35.44962687,"north carolina",35.449727,-82.509313,1,rooftop,2595,"Hendersonville Rd",Arden,NC,"Buncombe County",28704,US,Buncombe
0b10ee664bbe7514577c9268f26ff6e36b68768c,-80.88267328,35.796844,"north carolina",35.797005,-80.882929,1,rooftop,733,"N Oakwood Dr",Statesville,NC,"Iredell County",28677,US,Iredell
6c9e439d92904c1558f654ec29342ec2a6bb1e05,-78.76434265,35.78493108,"north carolina",35.785263,-78.764774,1,rooftop,627,"Sloan Dr",Cary,NC,"Wake County",27511,US,Cary
ad772f0507beb7e5555b76dfc69bfbfe38bea642,-77.04639609,35.10692199,"north carolina",35.106756,-77.046317,1,rooftop,731,"Pollock St","New Bern",NC,"Craven County",28562,US,"NC Geographic Information Coordinating Council"
b13ce366a403ad6aefce487579374550e13bc922,-79.35743277,34.73867683,"north carolina",34.738613,-79.357335,1,rooftop,100,"Harris St",Maxton,NC,"Robeson County",28364,US,"NC Geographic Information Coordinating Council"
bef8898859271b34797b0063deb07b20a85d8190,-78.69131262,35.76903708,"north carolina",35.768467,-78.691496,1,rooftop,900,"Trailwood Dr",Raleigh,NC,"Wake County",27606,US,Wake
c3d22f1edb85d5a5a7e13e821c5c7fec901fe3f1,-79.80611697,36.01426309,"north carolina",36.014068,-79.80602,1,rooftop,407,"Clark Ave",Greensboro,NC,"Guilford County",27406,US,"NC Geographic Information Coordinating Council"
a07a2a008ee58088b8640307259a54cbf32ba76e,-80.75901322,35.21095988,"north carolina",35.211087,-80.758645,1,rooftop,5023,"Central Ave",Charlotte,NC,"Mecklenburg County",28205,US,"NC Geographic Information Coordinating Council"
404003555a0298c0119bd1a2593ae2e53a323413,-75.60119166,35.25182707,"north carolina",35.251495,-75.601251,1,rooftop,51723,"Nc 12 Hwy",Frisco,NC,"Dare County",27936,US,Dare
7a2ae5067e4514842bcec085fbff15da99513001,-79.47225286,35.72532704,"north carolina",35.725071,-79.472353,1,rooftop,517,"N Fir Ave","Siler City",NC,"Chatham County",27344,US,"NC Geographic Information Coordinating Council"
63060e9170293bc1568266b4b448bc4ca259ba29,-80.77425321,35.06412085,"north carolina",35.06417,-80.773759,1,rooftop,5329,"Ballantyne Commons Py",Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
