recordid,latitude,longitude,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
5ca575747370407e602705f0a9127c27c02b9ad9,-78.71760262,35.59366704,"north carolina",35.593679,-78.717557,0.99,nearest_street,2136,"State Hwy 42","Willow Spring",NC,"Wake County",27592,US,"TIGER/Line® dataset from the US Census Bureau"
f65bfa1b38cc33e9e035e49d25802d33ee7bcc8b,-80.80490323,35.19979688,"north carolina",35.199945,-80.804798,1,rooftop,2733,"Marney Ave",Charlotte,NC,"Mecklenburg County",28205,US,Mecklenburg
c077b846747d7eb9184de3616222d0698a575820,-82.55180377,35.58652689,"north carolina",35.586283,-82.551999,1,rooftop,251,"Biltmore Ave",Asheville,NC,"Buncombe County",28801,US,"NC Geographic Information Coordinating Council"
b3ffe3917ed93e53d3d6f917f3d6b874d2723fd8,-80.05530304,35.88971705,"north carolina",35.889529,-80.055587,1,rooftop,1343,"Unity St",Thomasville,NC,"Davidson County",27360,US,"NC Geographic Information Coordinating Council"
f2e2ab7d394a971b7218efe01e201d8aaeb4c32d,-77.98050239,35.38777702,"north carolina",35.388012,-77.980688,1,rooftop,801,"N Herman St",Goldsboro,NC,"Wayne County",27530,US,"NC Geographic Information Coordinating Council"
bab242534b80dd626e456e1ebe516e806a52e25b,-79.42360286,36.10777712,"north carolina",36.107653,-79.42351,1,rooftop,1011,"Bennett St",Burlington,NC,"Alamance County",27217,US,"NC Geographic Information Coordinating Council"
fdfa3ed3c7b81fb23fa67cb455175c68ff5f208d,-78.92680266,35.08819692,"north carolina",35.088616,-78.927027,1,rooftop,996,"Helen St",Fayetteville,NC,"Cumberland County",28303,US,"NC Geographic Information Coordinating Council"
7e11ade51ec138a29511e295d62e01c804a49fcb,-78.64500261,35.78049708,"north carolina",35.780331,-78.644701,1,rooftop,327,"Hillsborough St",Raleigh,NC,"Wake County",27603,US,"NC Geographic Information Coordinating Council"
267c07465b9b331fe6809eb3d7249f417c0ef757,-80.7132032,35.17403688,"north carolina",35.174134,-80.713424,1,rooftop,9225,"Apple Pie Ct",Charlotte,NC,"Mecklenburg County",28227,US,Mecklenburg
63cb68447064872ec67649bdf4bfaf6a9619f069,-79.80500298,36.0682871,"north carolina",36.068093,-79.804852,1,rooftop,931,"Walker Ave",Greensboro,NC,"Guilford County",27403,US,"City of Greensboro"
b29ddb25af41b3de55817bb3246d45c5a9e36bdd,-77.8771023,34.23084677,"north carolina",34.230526,-77.877686,1,rooftop,502,"College Rd S",Wilmington,NC,"New Hanover County",28403,US,"NC Geographic Information Coordinating Council"
c5c6e058528a2c6ddc6b978ea8569664d2a34c58,-78.90010265,35.0007369,"north carolina",35.001275,-78.900144,1,rooftop,3665,"Black & Decker Rd",Fayetteville,NC,"Cumberland County",28306,US,Cumberland
2f1da09ca4a0a31f40c4dab16692be565d5587f3,-79.92540302,36.14238711,"north carolina",36.141939,-79.92561,1,rooftop,6105,"Harbor View Ln",Greensboro,NC,"Guilford County",27410,US,Guilford
561bc3baf7226ec0f07f2aae5e4632b29fca92da,-81.68300355,36.21808706,"north carolina",36.218059,-81.683201,1,rooftop,585,"W King St",Boone,NC,"Watauga County",28607,US,"NC Geographic Information Coordinating Council"
ab910d6a2501ada82083277a7aabd265177b4666,-80.6889032,35.35186691,"north carolina",35.352507,-80.688799,1,rooftop,5560,"Concord Pkwy S",Concord,NC,"Cabarrus County",28027,US,"NC Geographic Information Coordinating Council"
f268fd7cffe05211aae585607236bdefa98cc520,-77.91940239,35.71613709,"north carolina",35.71601,-77.919126,1,rooftop,801,"Meadow St S",Wilson,NC,"Wilson County",27893,US,Wilson
7d3c2fd7525fad7bd24dab266d5e82d2f9671b55,-81.55330345,35.18170685,"north carolina",35.181805,-81.553537,1,rooftop,140,"Carolina Place Dr",Shelby,NC,"Cleveland County",28152,US,"NC Geographic Information Coordinating Council"
23174cbcdc449054ea29bf0ea8884b6ddd2f2818,-78.74400264,35.76120707,"north carolina",35.761104,-78.743204,1,rooftop,1801,"Walnut St",Cary,NC,"Wake County",27518,US,Wake
f6bf358b1993550e128aca0cda4d5931bb7126cd,-79.03830274,36.03282712,"north carolina",36.03233,-79.038067,1,rooftop,3402,"University Station Rd","Chapel Hill",NC,"Orange County",27514,US,"NC Geographic Information Coordinating Council"
00b81350696ed292bad5a2723ab065ad54bc7718,-80.8489033,36.2398871,"north carolina",36.239936,-80.849111,1,rooftop,516,"W Main",Jonesville,NC,"Yadkin County",28642,US,Yadkin
adde13b58ae004985bdf77ea88c309dae60ba1b6,-79.80630298,36.0663971,"north carolina",36.06624,-79.806153,1,rooftop,1007,"Spring Garden St",Greensboro,NC,"Guilford County",27412,US,"City of Greensboro"
57b8fdac2da789823649e0fa93ed2abafdbe1fb6,-82.98590389,35.47385685,"north carolina",35.473873,-82.98561,1,rooftop,975,"Country Club Dr",Waynesville,NC,"Haywood County",28786,US,"NC Geographic Information Coordinating Council"
8788c572059e9d6845b4415d54b1d1517c358a47,-79.52970282,34.69047681,"north carolina",34.690097,-79.529377,1,rooftop,10640,"Barnes Bridge Rd",Laurinburg,NC,"Scotland County",28352,US,"NC Geographic Information Coordinating Council"
bf3579011dea6f8cb78ad847ed7cc4ad54ac65f8,-79.18850272,34.68436682,"north carolina",34.684383,-79.188367,1,rooftop,105,"Chavis St",Pembroke,NC,"Robeson County",28372,US,"NC Geographic Information Coordinating Council"
eb12b9823d400975bad76668b61926d130ce81b3,-78.2453025,35.95259713,"north carolina",35.952522,-78.245622,1,rooftop,678,"Main St",Bunn,NC,"Franklin County",27508,US,"NC Geographic Information Coordinating Council"
0c23f5b70641b617507039c06bcb2d1163139ac4,-78.6148026,35.75482708,"north carolina",35.75483,-78.61482,1,rooftop,1601,"Cross Link Rd",Raleigh,NC,"Wake County",27610,US,"NC Geographic Information Coordinating Council"
53b125c2f760efea7addef98d985f8a09e5a1697,-80.7292032,35.10814686,"north carolina",35.10774,-80.729539,1,rooftop,100,"Whitefriars Ln",Matthews,NC,"Mecklenburg County",28105,US,Mecklenburg
3bdd54535c6108c71f79e84fbb3bd49ba34bdbb5,-80.86350324,35.09559685,"north carolina",35.09595,-80.863896,1,rooftop,10223,"Park Willow Dr",Charlotte,NC,"Mecklenburg County",28210,US,"NC Geographic Information Coordinating Council"
e4e53b01d3c62d0f9e66ddeda7a6448302698f9a,-78.63860261,35.77210708,"north carolina",35.772369,-78.638226,1,rooftop,101,"E South St",Raleigh,NC,"Wake County",27601,US,"NC Geographic Information Coordinating Council"
390fef83162cd64907df0242d799dec7be8c1fbd,-79.79010297,36.0681971,"north carolina",36.068089,-79.790295,1,rooftop,399,"S Elm St",Greensboro,NC,"Guilford County",27401,US,"City of Greensboro"
12803222e86510d1c46a473fb3c26bc8dfd598cb,-78.3103025,35.52002704,"north carolina",35.519689,-78.31019,1,rooftop,1300,"N Brightleaf Blvd",Smithfield,NC,"Johnston County",27577,US,Johnston
34e06feaf5fd9ad1c2c5068a8241baaaaf9be105,-79.05880274,35.91318709,"north carolina",35.913212,-79.058971,1,rooftop,300,"W Rosemary St","Chapel Hill",NC,"Orange County",27516,US,Orange
5a68318d0ce95262e8fd704781398b09b9e2be55,-80.84173324,35.19974088,"north carolina",35.199744,-80.841789,1,rooftop,1538,"East Blvd",Charlotte,NC,"Mecklenburg County",28203,US,"NC Geographic Information Coordinating Council"
962ff60088f24758f52a1a16982f720de35f472a,-76.63813195,34.73167392,"north carolina",34.731669,-76.637534,1,rooftop,1800,"Live Oak St",Beaufort,NC,"Carteret County",28516,US,Carteret
e04c197664bf0bd3d0d18b582fa5eb85c68cb138,-77.0585821,35.163247,"north carolina",35.163026,-77.058333,1,rooftop,2106,"Ridge Rd","New Bern",NC,"Craven County",28560,US,"NC Geographic Information Coordinating Council"
aab666fdfc1e90e7ae7c5f0a11199d554520843d,-79.01362269,35.06543291,"north carolina",35.065375,-79.014042,1,rooftop,608,"S Reilly Rd",Fayetteville,NC,"Cumberland County",28314,US,Cumberland
b5211f1dd4d8b89d4f6ef8417121b8e5b363bc1d,-79.72214796,36.15201512,"north carolina",36.152224,-79.722649,1,rooftop,5401,"Hunsucker Rd",Greensboro,NC,"Guilford County",27405,US,"NC Geographic Information Coordinating Council"
9526dee149892661864ff88bce8312d964dfc67d,-80.83773323,35.13050686,"north carolina",35.130381,-80.83758,1,rooftop,6101,"Quail Hollow Rd",Charlotte,NC,"Mecklenburg County",28210,US,Mecklenburg
962b6a85efffcdbb9325cb031b4c8a432bc5a6e0,-78.77872765,35.73474106,"north carolina",35.734299,-78.778973,1,rooftop,115,"Crescentcommons Dr",Cary,NC,"Wake County",27518,US,Cary
86309ee5152d19659f29dfd08179fb82de89fb2d,-83.77230411,35.28970978,"north carolina",35.289476,-83.772172,1,rooftop,3148,"Tallulah Rd",Robbinsville,NC,"Graham County",28771,US,"NC Geographic Information Coordinating Council"
4a0f89c09d6ccb668dfab6f1986776ad60195466,-78.9106167,35.95993411,"north carolina",35.960233,-78.910742,1,rooftop,523,"E Cornwallis Rd",Durham,NC,"Durham County",27707,US,Durham
cd3d702619d868fffcd089ce6a4738c5d783571e,-78.64643261,35.76881008,"north carolina",35.768969,-78.646865,1,rooftop,600,"Jamaica Dr",Raleigh,NC,"Wake County",27603,US,"NC Geographic Information Coordinating Council"
2c41a4c1b743b87d4d1a1d0fbf1b73c155add625,-77.92921639,35.72462409,"north carolina",35.724632,-77.929431,1,rooftop,313,"Forrest Rd W",Wilson,NC,"Wilson County",27893,US,Wilson
dbcea3f362607846304a511a576c116fb64de834,-77.77644236,35.94465714,"north carolina",35.944469,-77.776477,1,rooftop,1118,"E Raleigh Blvd","Rocky Mount",NC,"Edgecombe County",27801,US,"NC Geographic Information Coordinating Council"
e7ebabfce29f0ab960d189bccb2acdbd1cc61646,-81.0427283,35.25141488,"north carolina",35.25175,-81.043139,1,rooftop,505,"N Main St",Belmont,NC,"Gaston County",28012,US,"NC Geographic Information Coordinating Council"
e0132c5180986721f6d9a86c2b696922969d5cc1,-80.66659317,34.86828681,"north carolina",34.868399,-80.665051,0.99,rooftop,7508,"Lancaster Hwy",Waxhaw,NC,"Union County",28173,US,"NC Geographic Information Coordinating Council"
edd29f19121620d96f1de61eec4186d26c58968c,-78.95754271,35.88777109,"north carolina",35.888057,-78.957759,1,rooftop,8524,"Nc 751 Hwy",Durham,NC,"Durham County",27713,US,Durham
4c2d272c6160c52d48ff15c7b082294ed7d91000,-78.97323268,35.16522894,"north carolina",35.164936,-78.973295,1,rooftop,104,"Lake Ave","Spring Lake",NC,"Cumberland County",28390,US,"NC Geographic Information Coordinating Council"
48e7b4d26a85d9d87b29c47b76ffd0728a310498,-79.19180273,34.98241689,"north carolina",34.982558,-79.19126,1,rooftop,2184,"401 Business",Raeford,NC,"Hoke County",28376,US,"NC Geographic Information Coordinating Council"
887b382eaa66ca5695fca646eeefabf6d714f89e,-79.00249272,35.74225706,"north carolina",35.741997,-79.00213,0.98,nearest_street,390,"State Rd 1008",Apex,NC,"Chatham County",27523,US,"TIGER/Line® dataset from the US Census Bureau"
561a8e9d1b7cf41276a05db997305f5f6762b932,-78.52399659,36.04485714,"north carolina",36.045147,-78.523658,1,rooftop,104,"Nottingham Ct",Youngsville,NC,"Franklin County",27596,US,"NC Geographic Information Coordinating Council"
dc735e206a000e698f023eb1f880c5fc410eeb4f,-76.2264269,36.30163727,"north carolina",36.301672,-76.226659,1,rooftop,201,"Harney St","Elizabeth City",NC,"Pasquotank County",27909,US,Pasquotank
b6e1fc6660c0a296ca1a190eac290fb462cfc6a8,-77.05154611,35.54721008,"north carolina",35.547219,-77.051804,1,rooftop,516,"N Market St",Washington,NC,"Beaufort County",27889,US,Beaufort
399c7a8bd7d2490494f80349468ce9b15d4f2e51,-80.61317719,35.48114294,"north carolina",35.480881,-80.61315,1,rooftop,708,"McLain Rd",Kannapolis,NC,"Cabarrus County",28083,US,"NC Geographic Information Coordinating Council"
75f8df106d6a4d272cafd36d9d5f158c7aa65ea5,-76.24921589,35.91809719,"north carolina",35.917906,-76.249117,1,rooftop,701,"Main St",Columbia,NC,"Tyrrell County",27925,US,"NC Geographic Information Coordinating Council"
fa35a1967dea8aa128fb6a210db74959c264af75,-80.86365824,35.08762685,"north carolina",35.087477,-80.863896,1,rooftop,10700,"Blue Heron Dr",Charlotte,NC,"Mecklenburg County",28226,US,Mecklenburg
22987e9fc4b6f2c6cfa1eabb3bbc18391b0f8460,-82.49084874,35.41767686,"north carolina",35.417901,-82.490466,1,rooftop,101,"Bloomingdale Dr",Fletcher,NC,"Henderson County",28732,US,"NC Geographic Information Coordinating Council"
0cddacbed92bf4282283c563aa9339fcaa4cc52f,-80.42898914,35.686037,"north carolina",35.685896,-80.428822,1,rooftop,400,"N Long St","East Spencer",NC,"Rowan County",28039,US,Rowan
c9d1417bca3bbdf4fe643ab85d507fdb0c9e1285,-77.79632827,34.20804877,"north carolina",34.207944,-77.796233,1,rooftop,84,"Lumina Ave S","Wrightsville Beach",NC,"New Hanover County",28480,US,"NC Geographic Information Coordinating Council"
d6009f11e27ee7f8f8939cf7adb971d55bf5e08e,-79.19141672,34.67821382,"north carolina",34.678061,-79.191419,1,rooftop,305,"Blaine St",Pembroke,NC,"Robeson County",28372,US,"NC Geographic Information Coordinating Council"
7c1b1a68fe41724ad0f924552aca14210ae004ae,-77.82563237,35.86505413,"north carolina",35.86468,-77.825709,1,rooftop,203,"Martin Luther King Jr Cir",Sharpsburg,NC,"Wilson County",27878,US,Wilson
7e4cd46de1bbb217ee594e2d7fbc5c71d96585ba,-82.16419364,35.30467885,"north carolina",35.303649,-82.163759,0.99,rooftop,480,"N Hwy 9 Nc","Mill Spring",NC,"Polk County",28756,US,Polk
20744f0592236707919f13907357b9c37b93eee9,-78.6248326,35.76785708,"north carolina",35.768013,-78.624971,1,rooftop,920,"Martin Luther King Jr Blvd",Raleigh,NC,"Wake County",27601,US,"NC Geographic Information Coordinating Council"
6feb1e2324312df88991cfd4ad97ddd078d110ca,-78.99883268,34.97903389,"north carolina",34.978734,-78.998884,1,rooftop,6951,"Rockfish Rd",Fayetteville,NC,"Cumberland County",28306,US,"NC Geographic Information Coordinating Council"
a8580db0aa5ef8dfa3788935bcb021929e48c27b,-79.05743673,35.73888306,"north carolina",35.738907,-79.057429,1,nearest_street,,"Us 64",Pittsboro,NC,"Chatham County",27312,US,"TIGER/Line® dataset from the US Census Bureau"
f6d1ccde94d54a20ad9b4414f0bc5f2fb7cfa2ff,-82.51475876,35.55902689,"north carolina",35.559192,-82.514816,1,rooftop,157,"Liberty St",Asheville,NC,"Buncombe County",28803,US,Buncombe
a34a87b112c1d49e4ae4afcac37b25df91ccad3d,-77.05657209,35.12136399,"north carolina",35.121163,-77.056629,1,rooftop,1715,"Fayetteville St","New Bern",NC,"Craven County",28560,US,"NC Geographic Information Coordinating Council"
1d1e9f97b03f371d89db7f19737d0d3a04746b36,-80.2050891,36.1576971,"north carolina",36.157783,-80.20531,1,rooftop,4980,"Old Walkertown Rd",Winston-Salem,NC,"Forsyth County",27105,US,Forsyth
711fc8b5d69203808d79e50e31ceb61aad64807c,-78.6074326,35.79439108,"north carolina",35.794667,-78.60736,1,rooftop,1100,"Brighton Rd",Raleigh,NC,"Wake County",27610,US,"NC Geographic Information Coordinating Council"
aa8cd8acfbfac08ed8b814455c06995d6bd3dfe6,-81.0366773,35.29192289,"north carolina",35.292106,-81.037193,1,rooftop,1000,"W Catawba Ave","Mount Holly",NC,"Gaston County",28120,US,"NC Geographic Information Coordinating Council"
d9e8582dd2fb67e9947faef5c137af512c376bf1,-79.05267276,36.35390719,"north carolina",36.354373,-79.05279,1,rooftop,610,"Hesters Store Rd",Roxboro,NC,"Person County",27574,US,Person
f0b6cb7ef0957b4e8765a284676b40437d200943,-78.6181426,35.77205708,"north carolina",35.771857,-78.618094,1,rooftop,1402,"E Lenoir St",Raleigh,NC,"Wake County",27610,US,Wake
7b45d38948c608973812e306ef34e2a9a4723d9f,-79.97986302,35.96031707,"north carolina",35.960411,-79.980062,1,rooftop,700,"Penn Pl","High Point",NC,"Guilford County",27260,US,"NC Geographic Information Coordinating Council"
4618ab7ffcb91ca62067d6e18df26b5774577d2f,-78.37984752,35.66394706,"north carolina",35.664009,-78.38015,1,rooftop,217,"Windgate Dr",Clayton,NC,"Johnston County",27527,US,Johnston
ae5556e35822847534aa08846b0dc3866a5751dc,-80.64617317,35.04707285,"north carolina",35.047339,-80.646479,1,rooftop,6732,"Old Monroe Rd","Indian Trail",NC,"Union County",28079,US,Union
6718bdf45630cf3893c98c8ef5c477697028277e,-77.92293731,34.20242676,"north carolina",34.202676,-77.922625,1,rooftop,2259,"S 17th St",Wilmington,NC,"New Hanover County",28403,US,"New Hanover"
cdb6c64d7d80cb4146a2f834b2acaae17db3d597,-76.75670198,34.72687691,"north carolina",34.727107,-76.756922,1,rooftop,201,"Penny Ln","Morehead City",NC,"Carteret County",28557,US,"NC Geographic Information Coordinating Council"
a2429eb1666706f142647dd95f638c0d6035090d,-80.72710321,35.24787689,"north carolina",35.247726,-80.72724,1,rooftop,7425,"William Reynolds Dr",Charlotte,NC,"Mecklenburg County",28215,US,Mecklenburg
9183640f9e7937e9d42d4be7f268dc2d412c4545,-80.43120316,35.97574706,"north carolina",35.975838,-80.431404,1,rooftop,222,"Kingsmill Dr",Advance,NC,"Davie County",27006,US,Davie
ccd98b1996599c19f642c6815aa8c4f7c6a0567b,-78.99450266,34.61683682,"north carolina",34.61662,-78.994633,1,rooftop,1106,"1st St",Lumberton,NC,"Robeson County",28358,US,Robeson
8427fc6081bfa2aadda19d67c82cd982277ce4f7,-77.84840229,34.25384677,"north carolina",34.254049,-77.848463,1,rooftop,6211,"Market St",Wilmington,NC,"New Hanover County",28405,US,"NC Geographic Information Coordinating Council"
4871f9837ff0c65e211704d8353d177b00e7ff9d,-77.90070235,35.13931697,"north carolina",35.139426,-77.901016,1,rooftop,1289,"Bennetts Bridge Rd","Mount Olive",NC,"Duplin County",28365,US,"NC Geographic Information Coordinating Council"
d4501dce490dfd6bf07fc82efcf63128e75e8b8a,-79.39880286,36.08987712,"north carolina",36.089956,-79.399246,1,rooftop,612,"S Sellars Mill Rd",Burlington,NC,"Alamance County",27217,US,Alamance
2281f43781c5d677a7b24795dd7f149d660d1702,-77.02410206,34.66712689,"north carolina",34.666964,-77.023884,1,rooftop,7323,"Emerald Dr","Emerald Isle",NC,"Carteret County",28594,US,"NC Geographic Information Coordinating Council"
a7ce3e8f344f2cb1810733a1ba0e56d3b3fe2670,-77.06340207,34.65924689,"north carolina",34.659003,-77.063601,1,rooftop,153,"Doe Dr","Emerald Isle",NC,"Carteret County",28594,US,Carteret
18ee720245bee7978eab73151ed7447fc37842c2,-77.83700237,35.93578714,"north carolina",35.935768,-77.837304,1,rooftop,1034,"Weathervane Hill Dr","Rocky Mount",NC,"Nash County",27803,US,"NC Geographic Information Coordinating Council"
da6da9fb24087173134ea8b62fc387d047ee6552,-79.02470273,35.9254371,"north carolina",35.925496,-79.024289,1,rooftop,443,"Ridgefield Rd",Durham,NC,"Orange County",27517,US,"NC Geographic Information Coordinating Council"
103b186674f6cba72b3887a24eb03e15fd21b605,-78.92430271,35.99720712,"north carolina",35.997205,-78.924303,1,nearest_street,1700,"Duke University Rd",Durham,NC,"Durham County",27701,US,"TIGER/Line® dataset from the US Census Bureau"
81df18d849462c657122e47842db34590683a4a1,-81.16940339,36.12883706,"north carolina",36.128689,-81.169944,1,rooftop,134,"John Wiles Dr",Wilkesboro,NC,"Wilkes County",28697,US,Wilkes
a547e46f9ad3e4b1449912b5e00dd867bcb3699a,-80.97050327,35.11284685,"north carolina",35.112879,-80.970377,1,rooftop,11710,"S Tryon St",Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
bbd06cb3d356cbfb48e7d0a479f22cfe614cc3ed,-79.42260279,34.67905681,"north carolina",34.679622,-79.423114,1,rooftop,7161,"Johns Rd",Laurinburg,NC,"Scotland County",28352,US,"NC Geographic Information Coordinating Council"
e7cfb4f9a90e5e03cd7c17accd654c8a30f78536,-75.81140177,36.31304729,"north carolina",36.312861,-75.811762,1,rooftop,751,"Ridge Point Dr",Corolla,NC,"Currituck County",27927,US,Currituck
7b7bb79162850df5106e1e7f5931d925537c4284,-76.65440195,34.72617692,"north carolina",34.726397,-76.654478,1,rooftop,567,"W Beaufort Rd",Beaufort,NC,"Carteret County",28516,US,"NC Geographic Information Coordinating Council"
4e8bb4e569ad3223fb7e85ac3b51370afae8890c,-81.22680337,35.52638693,"north carolina",35.526075,-81.22685,1,rooftop,3552,"Maiden Hwy",Lincolnton,NC,"Lincoln County",28092,US,"NC Geographic Information Coordinating Council"
e31b9844310d77c5c68a643f30af1d8d55011d24,-77.78320236,35.94228714,"north carolina",35.942263,-77.782847,1,rooftop,549,"N Mercer St","Rocky Mount",NC,"Edgecombe County",27801,US,"NC Geographic Information Coordinating Council"
643856f5abcddbe86e808a36c9dbed2a7ea21d41,-78.64660261,35.83646709,"north carolina",35.836181,-78.646733,1,rooftop,505,"Currituck Dr",Raleigh,NC,"Wake County",27609,US,"NC Geographic Information Coordinating Council"
d56e8704f5fba3c5b72bdaf739231244595c7e61,-80.78400323,35.2810869,"north carolina",35.280844,-80.783478,1,rooftop,1010,"Tara Ln",Charlotte,NC,"Mecklenburg County",28213,US,Mecklenburg
6c129132df443f5c0d22d2ad0e376f0533c942ba,-80.09930306,35.88133705,"north carolina",35.881094,-80.099468,1,rooftop,701,"Lexington Ave",Thomasville,NC,"Davidson County",27360,US,"NC Geographic Information Coordinating Council"
2c8d33cacae765480a56fb16a46cd6b33a0d53af,-80.60390319,35.50068695,"north carolina",35.500578,-80.60409,1,rooftop,1204,"Brantley Rd",Kannapolis,NC,"Cabarrus County",28083,US,"NC Geographic Information Coordinating Council"
f9ad9b25cf0fe00c6f1773898330517a37f7f203,-77.4744022,34.7556669,"north carolina",34.754719,-77.475,0.99,rooftop,140,"Morningside Dr",Jacksonville,NC,"Onslow County",28540,US,"NC Geographic Information Coordinating Council"
6fb64b9445eb0784046baf4e1d063194831d0f9b,-80.80290323,35.3192369,"north carolina",35.319334,-80.802913,1,rooftop,5031,"Oak Pasture Ln",Charlotte,NC,"Mecklenburg County",28269,US,Mecklenburg
