recordid,latitude,longitude,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
17cc110c1fa0a420ac674a20c01aef7af06c5d0f,-78.92364265,35.0040429,"north carolina",35.004442,-78.923729,1,rooftop,3704,"Camden Rd",Fayetteville,NC,"Cumberland County",28306,US,"NC Geographic Information Coordinating Council"
603ff5d5bc0f52cfaede97cbf21e4beba7657f7d,-82.52477376,35.50566688,"north carolina",35.505939,-82.52483,1,rooftop,1800,"Hendersonville Rd",Asheville,NC,"Buncombe County",28803,US,Buncombe
d9a7328b49137be2762f6e2ee1900f1fc1f437b4,-77.9542524,35.73806309,"north carolina",35.738433,-77.954292,1,rooftop,2800,"Raleigh Road Pkwy W",Wilson,NC,"Wilson County",27896,US,Wilson
bada6c26cf8659d665039c1a54d0cd1e37c656d4,-79.07794275,35.91232209,"north carolina",35.912547,-79.077727,1,rooftop,420,"W Main St",Carrboro,NC,"Orange County",27510,US,Orange
111b854e04a3f31223be58c75124adcb9826ba05,-77.79435227,34.21009377,"north carolina",34.210115,-77.7942,1,rooftop,200,"Lumina Ave N","Wrightsville Beach",NC,"New Hanover County",28480,US,"NC Geographic Information Coordinating Council"
abbaf55d7687feb8502563b75f99d28f9a2c6b17,-79.06444274,35.89159709,"north carolina",35.891386,-79.064592,1,rooftop,100,"Culbreth Cir","Chapel Hill",NC,"Orange County",27516,US,"Town of Chapel Hill"
50472ebfa556fd5bfd45a21cc517f20b893ec04e,-79.7646729,34.90785185,"north carolina",34.907633,-79.764007,1,rooftop,457,"Airport Rd",Rockingham,NC,"Richmond County",28379,US,"NC Geographic Information Coordinating Council"
bd5e9171a531c42c1995278a205283082542e7d9,-76.78649201,35.143962,"north carolina",35.144313,-76.786417,1,rooftop,14069,"55 Hwy",Bayboro,NC,"Pamlico County",28515,US,"NC Geographic Information Coordinating Council"
ce9b46693ffe235e5da90baad700f92c15bc0d18,-79.78707297,36.0700831,"north carolina",36.07042,-79.786795,1,rooftop,301,"S Church St",Greensboro,NC,"Guilford County",27401,US,"City of Greensboro"
556e07903eceb99887155d816f93dd2d3b061dc7,-77.95361239,35.67782908,"north carolina",35.67704,-77.95289,0.99,rooftop,"610 610","Hines St W",Wilson,NC,"Wilson County",27893,US,"NC Geographic Information Coordinating Council"
e225652517c804d85e9484a7971c0461edd2883e,-77.91517231,34.23839677,"north carolina",34.23832,-77.915365,1,rooftop,2,"Forest Hills Dr",Wilmington,NC,"New Hanover County",28403,US,"NC Geographic Information Coordinating Council"
777d5b85de334b43b2bffabe3918eed19c57d344,-78.69122262,35.76904208,"north carolina",35.768461,-78.691472,1,rooftop,900,"Trailwood Dr",Raleigh,NC,"Wake County",27606,US,"NC Geographic Information Coordinating Council"
b928488fe7c10323ec57301f00c84e1707c9ea59,-77.0117921,35.53577408,"north carolina",35.535104,-77.011608,1,rooftop,762,"Whootentown Rd",Washington,NC,"Beaufort County",27889,US,"NC Geographic Information Coordinating Council"
5608f16acd5264c14299293a3c96f1a63b5e6c18,-78.98878273,35.98896311,"north carolina",35.988825,-78.988363,1,rooftop,3823,"Lochnora Pkwy",Durham,NC,"Durham County",27705,US,"NC Geographic Information Coordinating Council"
1e6ccbc68b3dca1f1f47367004cae0bbd2a3dbb7,-77.57572226,35.27093401,"north carolina",35.270686,-77.575872,1,rooftop,318,"E Capitola Ave",Kinston,NC,"Lenoir County",28501,US,"NC Geographic Information Coordinating Council"
ef40d12c8abf26929fe045907e3fa2c4cb3aff90,-78.16622245,35.49984704,"north carolina",35.499867,-78.166673,1,rooftop,900,"Old Denning Rd",Princeton,NC,"Johnston County",27569,US,Johnston
b4cee96a96cbdba4b3139786b1dd580bb6b60aa0,-79.91081301,36.12355411,"north carolina",36.123921,-79.910907,1,rooftop,5736,"Inman Rd",Greensboro,NC,"Guilford County",27410,US,"NC Geographic Information Coordinating Council"
e5c2f104878705bfb862100897411671dd6225f1,-82.70041379,35.27260682,"north carolina",35.27234,-82.700357,1,rooftop,2186,"Shoal Creek Rd","Pisgah Forest",NC,"Transylvania County",28768,US,"NC Geographic Information Coordinating Council"
2cede102544bbd0e9a01767a3b7b24c7696201f8,-80.95737327,35.11724385,"north carolina",35.11729,-80.958212,1,rooftop,10912,"S Tryon St",Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
780a0beaf89626d0b36d3f1df1ee6e22fc1185c1,-78.66643762,35.77937708,"north carolina",35.778516,-78.666722,0.99,rooftop,1245,"Western Blvd",Raleigh,NC,"Wake County",27606,US,Wake
e0c3ae7bc8c8b40223193ef2f7e8aa54b903ca44,-79.01125273,35.9326741,"north carolina",35.932936,-79.010989,1,rooftop,505,"Tinkerbell Rd",Durham,NC,"Orange County",27517,US,Orange
861952cbf0530e5de8a289117ae473bb79fc5eee,-82.50133874,35.32354684,"north carolina",35.323428,-82.501547,1,rooftop,601,"Hillside Ln",Hendersonville,NC,"Henderson County",28739,US,Henderson
ad9028c9fdaf8172b3f450857fdc7ab855853a51,-75.6509877,35.84190719,"north carolina",35.842174,-75.651199,1,rooftop,952,"Old Wharf Rd",Wanchese,NC,"Dare County",27981,US,Dare
b5479d9a8f450019e80e8c317a319286cb275324,-80.72352321,35.20212688,"north carolina",35.202359,-80.723483,1,rooftop,6999,"Lawyers Rd",Charlotte,NC,"Mecklenburg County",28227,US,Mecklenburg
d6f121b563a298797baeeb8f94e66c12fb8b12c4,-78.97665267,35.04427691,"north carolina",35.043971,-78.976472,1,rooftop,5517,"Raeford Rd",Fayetteville,NC,"Cumberland County",28304,US,"NC Geographic Information Coordinating Council"
b7c9dd7414dc19f2a6a9a6c2d1136ed51e166f1f,-78.59736262,36.30364219,"north carolina",36.303696,-78.596763,1,rooftop,301,"Lewis St",Oxford,NC,"Granville County",27565,US,"NC Geographic Information Coordinating Council"
18b949ced9ac8d607a3fbc2d6c263a38a686ace3,-78.69762664,35.98635712,"north carolina",35.98646,-78.697075,1,rooftop,4912,"Raytown Rd",Raleigh,NC,"Wake County",27613,US,Wake
70a50d703a6145c06c0775daaf21da9cb3442ca0,-78.57355759,35.8559831,"north carolina",35.856459,-78.573768,1,rooftop,4001,"Spring Forest Rd",Raleigh,NC,"Wake County",27616,US,"NC Geographic Information Coordinating Council"
edad9813cbc302229da44dfa8357be54800c2133,-77.83769229,34.24406377,"north carolina",34.24403,-77.837305,1,rooftop,502,"Tanbridge Rd",Wilmington,NC,"New Hanover County",28405,US,"NC Geographic Information Coordinating Council"
0c2e9113488dbd75f3b209e5b296b720f4b1897b,-78.68973262,35.78577008,"north carolina",35.786028,-78.689447,1,rooftop,3840,"Lexington Dr",Raleigh,NC,"Wake County",27606,US,Cary
42cd70964bd650537252818c2e6c2abb4757467c,-79.99725303,35.95657307,"north carolina",35.956716,-79.997363,1,rooftop,320,"Park St","High Point",NC,"Guilford County",27260,US,"NC Geographic Information Coordinating Council"
b1968667fb80ca32a324a5b28f98419378a8be0e,-80.86139325,35.25635489,"north carolina",35.25654,-80.861565,1,rooftop,1401,"Rosetta St",Charlotte,NC,"Mecklenburg County",28216,US,Mecklenburg
668e92c61a970d2211f0e2834efb19908ef67939,-81.12974333,35.25577488,"north carolina",35.255576,-81.129569,1,rooftop,3011,"Whitson Rd",Gastonia,NC,"Gaston County",28054,US,"NC Geographic Information Coordinating Council"
7529111087f93d9d23c7f11693d44e6f90d40f73,-79.81111298,36.0657231,"north carolina",36.065533,-79.810937,1,rooftop,1209,"Spring Garden St",Greensboro,NC,"Guilford County",27403,US,"City of Greensboro"
641461f04945dc9e48a93312e88e04ca6fff64a7,-79.20556273,34.81000485,"north carolina",34.810057,-79.205134,1,rooftop,9742,"Nc71 Hwy N","Red Springs",NC,"Robeson County",28377,US,"NC Geographic Information Coordinating Council"
699412f37a77fbf06bc0290609f24f5c87f36481,-78.66141262,35.78578108,"north carolina",35.785994,-78.66159,1,rooftop,1900,"Hillsborough St",Raleigh,NC,"Wake County",27607,US,Wake
10685288f2a345cc65a87b6afbc6b33ae79e93c3,-79.17474278,35.92786709,"north carolina",35.927349,-79.17468,1,rooftop,9716,"Dodsons Xrds","Chapel Hill",NC,"Orange County",27516,US,"Town of Chapel Hill"
bf4d4f1d79b3b8d2e2ef7ffac0e6e881ef6f6a55,-78.66326262,35.77805708,"north carolina",35.778465,-78.663121,1,rooftop,515,"Ashe Ave",Raleigh,NC,"Wake County",27606,US,"NC Geographic Information Coordinating Council"
4761f8889b89b22c75bb245e0ba3988ffcca7ea1,-78.67297262,35.77858708,"north carolina",35.778639,-78.672595,1,rooftop,637,"Nazareth St",Raleigh,NC,"Wake County",27606,US,Wake
61cd5e35da727186c1b777bcc6016097418c365b,-82.55443377,35.6203339,"north carolina",35.620679,-82.554531,1,rooftop,640,"Merrimon Ave",Asheville,NC,"Buncombe County",28804,US,Buncombe
81525f7e42cd4db98178a14c619f727c1c119c3b,-78.90558265,35.04027691,"north carolina",35.039785,-78.905418,1,rooftop,1139,"Robeson St",Fayetteville,NC,"Cumberland County",28305,US,"NC Geographic Information Coordinating Council"
061445bcea64257ac877593bcd4ee1c061771ded,-77.57240226,35.263614,"north carolina",35.263409,-77.572331,1,rooftop,515,"E Blount St",Kinston,NC,"Lenoir County",28501,US,"NC Geographic Information Coordinating Council"
1b8fa2eb191b8d335021d995a40ee199e5a4d092,-78.86022269,36.07681213,"north carolina",36.076227,-78.859892,1,rooftop,2900,"Oxford Rd",Durham,NC,"Durham County",27704,US,"NC Geographic Information Coordinating Council"
1346053607f26d75760055d82a50f85acc226602,-81.0207333,35.28531689,"north carolina",35.285403,-81.020926,1,rooftop,801,"S Main St","Mount Holly",NC,"Gaston County",28120,US,"NC Geographic Information Coordinating Council"
6cba09bd0eb01f2f87933f56efd6d0e0815ac7d9,-79.42050286,36.06610011,"north carolina",36.066205,-79.420681,1,rooftop,321,"Atwood Dr",Burlington,NC,"Alamance County",27215,US,Alamance
f9b32b8caf448c8176737fc2653959137cc73eb2,-78.63219261,35.78227208,"north carolina",35.782091,-78.632357,1,rooftop,426,"E Jones St",Raleigh,NC,"Wake County",27601,US,Wake
91a727a64601dd28a044328929af690e62ca283e,-78.69593263,35.81558909,"north carolina",35.815219,-78.695237,1,rooftop,2308,"Wesvill Ct",Raleigh,NC,"Wake County",27607,US,Cary
52d91e3c242f2bf194c91c0e4b046e1c9f3e0a50,-78.70505763,35.81555708,"north carolina",35.815767,-78.705692,1,rooftop,2601,"Blue Ridge Rd",Raleigh,NC,"Wake County",27607,US,Cary
7630ad43f1363462441773d9b6efb2d797a5a806,-78.6145276,35.78001708,"north carolina",35.780355,-78.614403,1,rooftop,1611,"New Bern Ave",Raleigh,NC,"Wake County",27610,US,Wake
047b7980e3e04e12707d65fbd751d817e5d63e45,-79.80262298,36.0742301,"north carolina",36.074298,-79.802679,1,rooftop,201,"N Mendenhall St",Greensboro,NC,"Guilford County",27401,US,"City of Greensboro"
0a393026262257d08480209425eaaef07243d4fb,-80.56274317,35.39026693,"north carolina",35.390311,-80.563032,1,rooftop,766,"Union St S",Concord,NC,"Cabarrus County",28025,US,Cabarrus
5a418bec3747ff1d18b5665d170b0b7258ae43bf,-79.79634295,35.69041702,"north carolina",35.690484,-79.795969,1,rooftop,1201,Timberlane,Asheboro,NC,"Randolph County",27205,US,"NC Geographic Information Coordinating Council"
75ee55e1c5b54529061b7954c33e6f0a62263661,-78.84964263,35.04178691,"north carolina",35.042017,-78.849568,1,rooftop,217,"Cedar Creek Rd",Fayetteville,NC,"Cumberland County",28312,US,Cumberland
161fc34e9f01dc479540512d4eb08b56949f7906,-77.05929812,35.55560209,"north carolina",35.555827,-77.058987,1,rooftop,1031,"Carolina Ave",Washington,NC,"Beaufort County",27889,US,Beaufort
495765801e579e9ff4a081d2f823ded51854d29b,-77.81006237,35.97095415,"north carolina",35.970921,-77.810127,1,rooftop,1010,"N Wesleyan Blvd","Rocky Mount",NC,"Nash County",27804,US,Nash
06bcfc98eafa912dbf3f4ca8f666adfeec262ba1,-79.3870628,35.19283193,"north carolina",35.1932,-79.386837,1,rooftop,885,"Midland Rd","Southern Pines",NC,"Moore County",28387,US,Moore
3ad1b5e0c6e8d351622c5dc86fc17e68be24b002,-80.83975324,35.18354387,"north carolina",35.183893,-80.839459,1,rooftop,1869,"Queens Rd W",Charlotte,NC,"Mecklenburg County",28207,US,"NC Geographic Information Coordinating Council"
e19a6d3e1fc39f2ce790a10c1581ce5c972cfbd8,-78.67895762,35.83751709,"north carolina",35.837048,-78.67977,0.99,rooftop,5300,"Homewood Banks Dr",Raleigh,NC,"Wake County",27612,US,Cary
18fc34163dea2ee94f2f110ad6ecc1ba2a919343,-78.15233245,35.58711206,"north carolina",35.587134,-78.152722,1,rooftop,7685,"Us Hwy 301 N",Kenly,NC,"Johnston County",27542,US,Johnston
f9385da96c1d9ff5316fa86262ab59696776fc38,-80.84202924,35.22799188,"north carolina",35.228195,-80.842001,1,rooftop,104,"W 5th St",Charlotte,NC,"Mecklenburg County",28202,US,"NC Geographic Information Coordinating Council"
710f05740ef080b3adcdc1268b6068cdca4d0816,-81.2714334,35.75199698,"north carolina",35.7519,-81.271226,1,rooftop,1916,"33rd St NE",Hickory,NC,"Catawba County",28601,US,"NC Geographic Information Coordinating Council"
5832ca4fa5b56703d29a3329b366ca80629c382a,-80.79235325,35.56938696,"north carolina",35.56945,-80.792502,1,rooftop,101,"Hedgewood Dr",Mooresville,NC,"Iredell County",28115,US,Iredell
f0116370bcfcfc6525f2dab2374f1b80cd61766b,-77.38095218,34.7536539,"north carolina",34.753586,-77.380367,1,rooftop,104,"Oakwood Ct",Jacksonville,NC,"Onslow County",28546,US,"NC Geographic Information Coordinating Council"
12f0be75017e61f067b18faaf4dcb4f6b9e088e8,-78.55630259,35.8452571,"north carolina",35.845135,-78.556113,1,rooftop,4701,"Silverdene St",Raleigh,NC,"Wake County",27616,US,"NC Geographic Information Coordinating Council"
0b2b45c81caf313362c00a68be0596e9125a7ee0,-78.5809886,35.8540911,"north carolina",35.854009,-78.58169,1,rooftop,5001,"Capital Blvd",Raleigh,NC,"Wake County",27616,US,Wake
61bb67244428082d824cc0998cda20b8a4e31c33,-80.83144325,35.49118394,"north carolina",35.491092,-80.831851,1,rooftop,916,"Concord Rd",Davidson,NC,"Mecklenburg County",28036,US,Mecklenburg
249be1c7eba15ca0c7e6ba48e30891d86417ffc5,-78.35120651,35.50502703,"north carolina",35.504817,-78.351397,1,rooftop,204,"E Rose St",Smithfield,NC,"Johnston County",27577,US,Johnston
6c4c6d700a8f46a121eee78a3aef81595090fd86,-78.35791251,35.49236203,"north carolina",35.492005,-78.357534,1,rooftop,1,"Finney Dr",Smithfield,NC,"Johnston County",27577,US,Johnston
9b98f8255d509e92ae1ecc35887d17244042f60f,-80.43820316,36.01364706,"north carolina",36.013679,-80.438485,1,rooftop,139,"Windsor Cir",Advance,NC,"Davie County",27006,US,Davie
05e5e70177e22b398a5b67ef6f81e3bd1c9b7700,-79.02516267,34.71112684,"north carolina",34.711382,-79.025584,1,rooftop,1321,"Rennert Rd",Lumberton,NC,"Robeson County",28360,US,"NC Geographic Information Coordinating Council"
2699ca63f25b989e79a1acb514f029bc97ccce9f,-76.88812203,34.79282292,"north carolina",34.792567,-76.888221,1,rooftop,439,"Nine Foot Rd",Newport,NC,"Carteret County",28570,US,Carteret
5e1c9152c95f74d98d092e9939bf08dd1eea7b3f,-80.9464633,35.807957,"north carolina",35.808008,-80.94691,1,rooftop,3503,"Taylorsville Hwy",Statesville,NC,"Iredell County",28625,US,Iredell
aef2efe75ee8913e22b73ebad5f9502badb79bd8,-80.89310326,35.24551288,"north carolina",35.245582,-80.892593,1,rooftop,3250,"Freedom Dr",Charlotte,NC,"Mecklenburg County",28208,US,"NC Geographic Information Coordinating Council"
1c89c222ab16d7b759ff6ffb8cce74614f7079dc,-81.42572342,35.24672286,"north carolina",35.246927,-81.426544,0.98,nearest_street,5113,"Us Hwy 74","Kings Mountain",NC,"Cleveland County",28086,US,"TIGER/Line® dataset from the US Census Bureau"
cbecba441f9d1555a46ba8c9cb62d29c667b78f6,-78.9143127,36.01700912,"north carolina",36.017253,-78.914256,1,rooftop,1308,"W Club Blvd",Durham,NC,"Durham County",27705,US,Durham
1ee628a5426bd0dd6ed7d8314fc972f453e58e3d,-78.66960262,35.75079707,"north carolina",35.750937,-78.669756,1,rooftop,2001,"Sierra Dr",Raleigh,NC,"Wake County",27603,US,Wake
b8cbe7ccaccf902f9077d7b896680771298ca8f9,-80.24638309,35.699327,"north carolina",35.699303,-80.246349,0.99,nearest_street,3701,"State Rd 2373",Lexington,NC,"Davidson County",27292,US,"TIGER/Line® dataset from the US Census Bureau"
eac9643f63ab13b0a68edc1a319ca40b6b4e6f4b,-76.91064204,34.88270494,"north carolina",34.882576,-76.910951,1,rooftop,107,"Miller Blvd",Havelock,NC,"Craven County",28532,US,"NC Geographic Information Coordinating Council"
d1783700fff31a763bd671501d45cd635d1d930e,-81.19957335,35.27540688,"north carolina",35.275263,-81.199618,1,rooftop,1041,"Cleveland Ave",Gastonia,NC,"Gaston County",28052,US,"NC Geographic Information Coordinating Council"
0de22ad17e6d03c00d63b643bb714c992e061cc6,-80.55748314,34.97457384,"north carolina",34.974939,-80.557536,1,rooftop,806,"Lancaster Ave",Monroe,NC,"Union County",28112,US,Union
b89ebfce2370f1541458e13b90dbaafac332b99c,-78.76778665,35.76709307,"north carolina",35.76722,-78.76813,1,rooftop,1028,"Tanglewood Dr",Cary,NC,"Wake County",27511,US,Cary
c1524cdded5b0bf70f44bc417751af8c04706969,-77.92268239,35.73195709,"north carolina",35.732209,-77.922589,1,rooftop,900,"Hines St W",Wilson,NC,"Wilson County",27893,US,Wilson
2474f9046b5c93932e0a80e7b04187f3ca87063c,-79.20692272,34.64234481,"north carolina",34.642531,-79.206926,1,rooftop,680,"Henry Berry Rd",Rowland,NC,"Robeson County",28383,US,"NC Geographic Information Coordinating Council"
